,date,tmax,tmin,prec,sun,humidity,wind,date2
11486,1994-06-13,25.583333333333332,11.116666666666667,0.0,13.916395041666668,69.29166666666667,0.7916666666666666,1994-06-13
11487,1994-06-14,26.491666666666664,12.658333333333333,0.0,12.845987749999999,69.375,1.09375,1994-06-14
11488,1994-06-15,28.175,14.141666666666666,0.0,16.199769333333332,66.875,0.9854166416666666,1994-06-15
11489,1994-06-16,29.150000000000002,14.658333333333333,0.0,16.071085583333332,63.541666666666664,0.69375,1994-06-16
11490,1994-06-17,29.291666666666668,14.641666666666666,0.0,15.748998333333333,63.25,0.8979166666666666,1994-06-17
11491,1994-06-18,29.023076923076925,14.938461538461537,0.0,14.779246746153847,62.25,1.1903846,1994-06-18
11492,1994-06-19,27.7,14.533333333333333,0.03333333333333333,15.993841250000001,59.791666666666664,1.4666666583333334,1994-06-19
11493,1994-06-20,28.40833333333333,13.799999999999999,0.11666666666666665,15.369569208333333,60.604166666666664,1.4145833333333335,1994-06-20
11494,1994-06-21,27.09166666666667,14.858333333333334,1.4083333333333334,12.661694308333333,73.85416666666667,1.6187500000000001,1994-06-21
11495,1994-06-22,21.891666666666666,15.416666666666666,1.6583333333333334,6.9451828,91.72916666666667,0.7270833416666665,1994-06-22
11496,1994-06-23,24.69,14.780000000000001,5.4799999999999995,13.490835200000001,82.725,0.5375,1994-06-23
11497,1994-06-24,28.439999999999998,15.030000000000001,0.0,16.240483,66.225,1.50249998,1994-06-24
11498,1994-06-25,19.3125,8.4375,5.0375,9.145977437500001,77.59375,1.8718749749999999,1994-06-25
11499,1994-06-26,17.17142857142857,3.185714285714286,2.785714285714285,14.487796285714285,59.857142857142854,1.8892857,1994-06-26
11500,1994-06-27,22.675,2.6625,0.0,16.554894875,46.15625,0.5593750125,1994-06-27
11501,1994-06-28,25.009999999999998,4.590000000000001,0.0,14.33505332,52.225,1.1875,1994-06-28
11502,1994-06-29,26.1,8.333333333333334,0.0,15.425317477777778,58.44444444444444,1.7611111222222222,1994-06-29
